Hugo_Symbol	Tumor_Sample_Barcode
SNRNP200	TCGA-EJ-7327-01
ROBO2	TCGA-EJ-7327-01
RCHY1	TCGA-EJ-7327-01
NPY1R	TCGA-EJ-7327-01
CDX1	TCGA-EJ-7327-01
HIST1H2AI	TCGA-EJ-7327-01
CDC5L	TCGA-EJ-7327-01
CARD11	TCGA-EJ-7327-01
JAKMIP3	TCGA-EJ-7327-01
KCNJ11	TCGA-EJ-7327-01
IL10RA	TCGA-EJ-7327-01
PLBD2	TCGA-EJ-7327-01
TUBA3C	TCGA-EJ-7327-01
COL4A2	TCGA-EJ-7327-01
TTC6	TCGA-EJ-7327-01
KRT27	TCGA-EJ-7327-01
ID1	TCGA-EJ-7327-01
WWC3	TCGA-EJ-7327-01
POGZ	TCGA-EJ-7327-01
IRF4	TCGA-EJ-7327-01
PHACTR1	TCGA-EJ-7327-01
DNAH11	TCGA-EJ-7327-01
PLK3	TCGA-EJ-7328-01
HECTD3	TCGA-EJ-7328-01
CCDC17	TCGA-EJ-7328-01
LPPR4	TCGA-EJ-7328-01
LRP2	TCGA-EJ-7328-01
NGEF	TCGA-EJ-7328-01
C3orf14	TCGA-EJ-7328-01
LPHN3	TCGA-EJ-7328-01
HIST1H1E	TCGA-EJ-7328-01
GLDC	TCGA-EJ-7328-01
ZNF485	TCGA-EJ-7328-01
HKDC1	TCGA-EJ-7328-01
TRIM68	TCGA-EJ-7328-01
TRAFD1	TCGA-EJ-7328-01
TRMT1	TCGA-EJ-7328-01
ACPT	TCGA-EJ-7328-01
LILRB5	TCGA-EJ-7328-01
ACRC	TCGA-EJ-7328-01
ATG4A	TCGA-EJ-7328-01
PASD1	TCGA-EJ-7328-01
WDPCP	TCGA-EJ-7328-01
BRCA2	TCGA-EJ-7328-01
ABCG1	TCGA-EJ-7328-01
CELSR2	TCGA-EJ-7783-01
CSDE1	TCGA-EJ-7783-01
TRIP12	TCGA-EJ-7783-01
BCL6	TCGA-EJ-7783-01
TMEM192	TCGA-EJ-7783-01
ADAMTS19	TCGA-EJ-7783-01
SLC22A4	TCGA-EJ-7783-01
PCDHA6	TCGA-EJ-7783-01
TRIM31	TCGA-EJ-7783-01
TBX20	TCGA-EJ-7783-01
PRSS58	TCGA-EJ-7783-01
TRPA1	TCGA-EJ-7783-01
DHTKD1	TCGA-EJ-7783-01
FAT3	TCGA-EJ-7783-01
FREM2	TCGA-EJ-7783-01
UQCRC2	TCGA-EJ-7783-01
SEPHS2	TCGA-EJ-7783-01
CTC1	TCGA-EJ-7783-01
MAP2K4	TCGA-EJ-7783-01
GAST	TCGA-EJ-7783-01
TXNL1	TCGA-EJ-7783-01
CYP2B6	TCGA-EJ-7783-01
FUT2	TCGA-EJ-7783-01
SNAI1	TCGA-EJ-7783-01
TCF20	TCGA-EJ-7783-01
ENTPD2	TCGA-EJ-7783-01
ATM	TCGA-EJ-7783-01
NOL9	TCGA-EJ-7784-01
KPRP	TCGA-EJ-7784-01
MIA3	TCGA-EJ-7784-01
RYR2	TCGA-EJ-7784-01
SOX11	TCGA-EJ-7784-01
CXCR2	TCGA-EJ-7784-01
IGSF10	TCGA-EJ-7784-01
ENOPH1	TCGA-EJ-7784-01
C6orf62	TCGA-EJ-7784-01
SCAF8	TCGA-EJ-7784-01
RNU6-389P	TCGA-EJ-7784-01
HIP1	TCGA-EJ-7784-01
ACTL6B	TCGA-EJ-7784-01
FBXO16	TCGA-EJ-7784-01
ACTL7B	TCGA-EJ-7784-01
PTGS1	TCGA-EJ-7784-01
ATM	TCGA-EJ-7784-01
BUD13	TCGA-EJ-7784-01
TRAFD1	TCGA-EJ-7784-01
SUPT16H	TCGA-EJ-7784-01
LRP10	TCGA-EJ-7784-01
UBR1	TCGA-EJ-7784-01
ATP8B4	TCGA-EJ-7784-01
ZNF597	TCGA-EJ-7784-01
TUSC5	TCGA-EJ-7784-01
DNAH9	TCGA-EJ-7784-01
CDK12	TCGA-EJ-7784-01
DNASE2B	TCGA-EJ-7784-01
NEB	TCGA-EJ-7784-01
DNAH8	TCGA-EJ-7784-01
CSMD1	TCGA-EJ-7784-01
MRPS16	TCGA-EJ-7784-01
MYEOV2	TCGA-EJ-7785-01
CCDC66	TCGA-EJ-7785-01
KDR	TCGA-EJ-7785-01
FAM8A1	TCGA-EJ-7785-01
LAMB1	TCGA-EJ-7785-01
C9orf43	TCGA-EJ-7785-01
PDE6C	TCGA-EJ-7785-01
ZIC5	TCGA-EJ-7785-01
CLTC	TCGA-EJ-7785-01
ZNF396	TCGA-EJ-7785-01
GEMIN7	TCGA-EJ-7785-01
UQCRC2	TCGA-EJ-7785-01
OR2M3	TCGA-EJ-7793-01
MORC1	TCGA-EJ-7793-01
RNF8	TCGA-EJ-7793-01
COL12A1	TCGA-EJ-7793-01
CACNA2D1	TCGA-EJ-7793-01
KIF11	TCGA-EJ-7793-01
OR4K14	TCGA-EJ-7793-01
WDR83	TCGA-EJ-7793-01
TRPM4	TCGA-EJ-7793-01
SON	TCGA-EJ-7793-01
TMPRSS2	TCGA-EJ-7793-01
SERBP1	TCGA-EJ-7797-01
ABCA4	TCGA-EJ-7797-01
PRKD3	TCGA-EJ-7797-01
DHX57	TCGA-EJ-7797-01
TTN	TCGA-EJ-7797-01
WNT6	TCGA-EJ-7797-01
SP100	TCGA-EJ-7797-01
CNOT10	TCGA-EJ-7797-01
FOXP1	TCGA-EJ-7797-01
PPM1K	TCGA-EJ-7797-01
ATOH1	TCGA-EJ-7797-01
AL645922.1	TCGA-EJ-7797-01
POM121	TCGA-EJ-7797-01
DPP7	TCGA-EJ-7797-01
TMX2	TCGA-EJ-7797-01
FAT3	TCGA-EJ-7797-01
AHSA1	TCGA-EJ-7797-01
SLC12A4	TCGA-EJ-7797-01
HPN	TCGA-EJ-7797-01
ZNF610	TCGA-EJ-7797-01
FAM211B	TCGA-EJ-7797-01
JAG2	TCGA-EJ-7797-01
KPNA6	TCGA-EJ-8469-01
PI4KB	TCGA-EJ-8469-01
SOX13	TCGA-EJ-8469-01
ADCY3	TCGA-EJ-8469-01
EIF2AK3	TCGA-EJ-8469-01
ZAP70	TCGA-EJ-8469-01
TTN	TCGA-EJ-8469-01
AGFG1	TCGA-EJ-8469-01
PTPRG	TCGA-EJ-8469-01
PIK3CA	TCGA-EJ-8469-01
RFC4	TCGA-EJ-8469-01
PCDHGC5	TCGA-EJ-8469-01
MUC17	TCGA-EJ-8469-01
ENPP2	TCGA-EJ-8469-01
ZFAT	TCGA-EJ-8469-01
RECQL4	TCGA-EJ-8469-01
PC	TCGA-EJ-8469-01
GPRC5A	TCGA-EJ-8469-01
IFT140	TCGA-EJ-8469-01
CES4A	TCGA-EJ-8469-01
KIAA0753	TCGA-EJ-8469-01
DNAH17	TCGA-EJ-8469-01
TPM4	TCGA-EJ-8469-01
CATSPERG	TCGA-EJ-8469-01
KLHL4	TCGA-EJ-8469-01
CETN2	TCGA-EJ-8469-01
FAS	TCGA-EJ-8469-01
AHNAK	TCGA-EJ-8469-01
IGHV3OR16-15	TCGA-EJ-8469-01
HFM1	TCGA-EJ-8472-01
APOA1BP	TCGA-EJ-8472-01
SDHC	TCGA-EJ-8472-01
FAM58BP	TCGA-EJ-8472-01
SUSD4	TCGA-EJ-8472-01
SDC1	TCGA-EJ-8472-01
TTN	TCGA-EJ-8472-01
C3orf62	TCGA-EJ-8472-01
GPR87	TCGA-EJ-8472-01
CNOT6L	TCGA-EJ-8472-01
ETNPPL	TCGA-EJ-8472-01
PCDHB3	TCGA-EJ-8472-01
UNC5A	TCGA-EJ-8472-01
ERMARD	TCGA-EJ-8472-01
VCPIP1	TCGA-EJ-8472-01
ARFGEF1	TCGA-EJ-8472-01
CYP11B1	TCGA-EJ-8472-01
IFNA16	TCGA-EJ-8472-01
CYP2C8	TCGA-EJ-8472-01
HPS6	TCGA-EJ-8472-01
GSTO2	TCGA-EJ-8472-01
ARL2	TCGA-EJ-8472-01
ADAMTS15	TCGA-EJ-8472-01
COG6	TCGA-EJ-8472-01
DEGS2	TCGA-EJ-8472-01
TMCO5A	TCGA-EJ-8472-01
IGHV3OR16-8	TCGA-EJ-8472-01
TP53	TCGA-EJ-8472-01
MEGF8	TCGA-EJ-8472-01
ZNF404	TCGA-EJ-8472-01
PLCB4	TCGA-EJ-8472-01
AL121753.1	TCGA-EJ-8472-01
ATP2B4	TCGA-EJ-8472-01
PDZD2	TCGA-EJ-8472-01
NRDE2	TCGA-EJ-8472-01
CXorf22	TCGA-EJ-8472-01
ANXA4	TCGA-EJ-A46D-01
UGT1A8	TCGA-EJ-A46D-01
SLC6A20	TCGA-EJ-A46D-01
WDFY3	TCGA-EJ-A46D-01
PCDHB17	TCGA-EJ-A46D-01
COQ3	TCGA-EJ-A46D-01
PEX3	TCGA-EJ-A46D-01
ABTB2	TCGA-EJ-A46D-01
SERPIND1	TCGA-EJ-A46D-01
KRTAP19-3	TCGA-EJ-A46D-01
ENAH	TCGA-EJ-A65F-01
NRBP1	TCGA-EJ-A65F-01
LIPT1	TCGA-EJ-A65F-01
GLI2	TCGA-EJ-A65F-01
NEB	TCGA-EJ-A65F-01
CCDC148	TCGA-EJ-A65F-01
BAZ2B	TCGA-EJ-A65F-01
GALNT3	TCGA-EJ-A65F-01
TTN	TCGA-EJ-A65F-01
DNAH7	TCGA-EJ-A65F-01
LRRC3B	TCGA-EJ-A65F-01
CACNA2D3	TCGA-EJ-A65F-01
CAMK2N2	TCGA-EJ-A65F-01
GP5	TCGA-EJ-A65F-01
IL21	TCGA-EJ-A65F-01
KLHL2	TCGA-EJ-A65F-01
IQGAP2	TCGA-EJ-A65F-01
CYFIP2	TCGA-EJ-A65F-01
RGS14	TCGA-EJ-A65F-01
CDYL	TCGA-EJ-A65F-01
DSP	TCGA-EJ-A65F-01
PGBD1	TCGA-EJ-A65F-01
EPHA7	TCGA-EJ-A65F-01
STEAP1B	TCGA-EJ-A65F-01
FAM188B	TCGA-EJ-A65F-01
CHD7	TCGA-EJ-A65F-01
KCNV1	TCGA-EJ-A65F-01
OC90	TCGA-EJ-A65F-01
BNC2	TCGA-EJ-A65F-01
RPP25L	TCGA-EJ-A65F-01
UNC13B	TCGA-EJ-A65F-01
FRMPD1	TCGA-EJ-A65F-01
GRIN3A	TCGA-EJ-A65F-01
PSMD5	TCGA-EJ-A65F-01
PPP2R4	TCGA-EJ-A65F-01
TACC2	TCGA-EJ-A65F-01
ADAM12	TCGA-EJ-A65F-01
SPON1	TCGA-EJ-A65F-01
MRGPRX1	TCGA-EJ-A65F-01
LRP4	TCGA-EJ-A65F-01
LRMP	TCGA-EJ-A65F-01
PLXNC1	TCGA-EJ-A65F-01
IQCD	TCGA-EJ-A65F-01
GPR133	TCGA-EJ-A65F-01
ANKLE2	TCGA-EJ-A65F-01
RAB15	TCGA-EJ-A65F-01
RAB15	TCGA-EJ-A65F-01
VRTN	TCGA-EJ-A65F-01
KIAA0430	TCGA-EJ-A65F-01
KIFC3	TCGA-EJ-A65F-01
RABEP1	TCGA-EJ-A65F-01
TMEM107	TCGA-EJ-A65F-01
FBXW10	TCGA-EJ-A65F-01
LEPREL4	TCGA-EJ-A65F-01
ABCA5	TCGA-EJ-A65F-01
ZNF93	TCGA-EJ-A65F-01
KIR3DX1	TCGA-EJ-A65F-01
ZNFX1	TCGA-EJ-A65F-01
AWAT2	TCGA-EJ-A65F-01
IL13RA1	TCGA-EJ-A65F-01
ABCA4	TCGA-EJ-A65F-01
AMBP	TCGA-EJ-A65F-01
KIAA1731	TCGA-EJ-A65F-01
OR4F6	TCGA-EJ-A65F-01
ZNF287	TCGA-EJ-A65F-01
ERCC1	TCGA-EJ-A65F-01
TNN	TCGA-EJ-A7NF-01
FUNDC2P2	TCGA-EJ-A7NF-01
RGPD4	TCGA-EJ-A7NF-01
MAP2	TCGA-EJ-A7NF-01
CHL1	TCGA-EJ-A7NF-01
ANK2	TCGA-EJ-A7NF-01
CDSN	TCGA-EJ-A7NF-01
UTRN	TCGA-EJ-A7NF-01
CSMD1	TCGA-EJ-A7NF-01
RSF1	TCGA-EJ-A7NF-01
HTR3B	TCGA-EJ-A7NF-01
FLRT2	TCGA-EJ-A7NF-01
PACS2	TCGA-EJ-A7NF-01
CTDSPL2	TCGA-EJ-A7NF-01
MLST8	TCGA-EJ-A7NF-01
ERGIC3	TCGA-EJ-A7NF-01
EBNA1BP2	TCGA-EJ-A7NF-01
ITGA2	TCGA-EJ-A7NF-01
HS6ST2	TCGA-EJ-A7NG-01
CSRNP1	TCGA-EJ-A7NK-01
PBRM1	TCGA-EJ-A7NK-01
PSG10P	TCGA-EJ-A7NK-01
LCE1C	TCGA-FC-7708-01
GPATCH4	TCGA-FC-7708-01
EPB41L5	TCGA-FC-7708-01
USP37	TCGA-FC-7708-01
SCN10A	TCGA-FC-7708-01
DNAJC13	TCGA-FC-7708-01
SNRPC	TCGA-FC-7708-01
DST	TCGA-FC-7708-01
CHD7	TCGA-FC-7708-01
CDH23	TCGA-FC-7708-01
NUP107	TCGA-FC-7708-01
HECTD4	TCGA-FC-7708-01
KIAA0226L	TCGA-FC-7708-01
SLC7A8	TCGA-FC-7708-01
SLC16A13	TCGA-FC-7708-01
ZNF146	TCGA-FC-7708-01
FRMD7	TCGA-FC-7708-01
HIST1H2BG	TCGA-FC-7708-01
PCID2	TCGA-FC-7708-01
RNF31	TCGA-FC-7708-01
TTC13	TCGA-G9-6329-01
RAB3GAP1	TCGA-G9-6329-01
CARF	TCGA-G9-6329-01
ATIC	TCGA-G9-6329-01
ZBTB11	TCGA-G9-6329-01
WDR17	TCGA-G9-6329-01
TRIO	TCGA-G9-6329-01
NMUR2	TCGA-G9-6329-01
CCDC129	TCGA-G9-6329-01
CHD7	TCGA-G9-6329-01
CHD7	TCGA-G9-6329-01
CHD7	TCGA-G9-6329-01
CHD7	TCGA-G9-6329-01
FAM35DP	TCGA-G9-6329-01
PIPSL	TCGA-G9-6329-01
PKD2L1	TCGA-G9-6329-01
PRRT2	TCGA-G9-6329-01
WIPI1	TCGA-G9-6329-01
ABHD8	TCGA-G9-6329-01
SSBP4	TCGA-G9-6329-01
ZNF675	TCGA-G9-6329-01
NUP50	TCGA-G9-6329-01
ATP1A3	TCGA-G9-6329-01
HRNR	TCGA-G9-6336-01
PCDHA4	TCGA-G9-6336-01
CD109	TCGA-G9-6336-01
MKLN1	TCGA-G9-6336-01
RASEF	TCGA-G9-6336-01
KIF11	TCGA-G9-6336-01
COL17A1	TCGA-G9-6336-01
ARID2	TCGA-G9-6336-01
RCBTB2	TCGA-G9-6336-01
ZNF585B	TCGA-G9-6336-01
DSN1	TCGA-G9-6336-01
SUSD2	TCGA-G9-6336-01
ESPNP	TCGA-G9-6342-01
UBR4	TCGA-G9-6342-01
TRIT1	TCGA-G9-6342-01
MFSD2A	TCGA-G9-6342-01
DPYD	TCGA-G9-6342-01
CELSR2	TCGA-G9-6342-01
ANKRD35	TCGA-G9-6342-01
HIST2H2BF	TCGA-G9-6342-01
LCE2B	TCGA-G9-6342-01
MTX1	TCGA-G9-6342-01
ADCY10	TCGA-G9-6342-01
ASTN1	TCGA-G9-6342-01
ASTN1	TCGA-G9-6342-01
RASAL2	TCGA-G9-6342-01
HHAT	TCGA-G9-6342-01
PGBD2	TCGA-G9-6342-01
DHX57	TCGA-G9-6342-01
ANTXR1	TCGA-G9-6342-01
DYSF	TCGA-G9-6342-01
SUCLG1	TCGA-G9-6342-01
SLC9A2	TCGA-G9-6342-01
LRP2	TCGA-G9-6342-01
DNAH7	TCGA-G9-6342-01
IGFBP5	TCGA-G9-6342-01
AAMP	TCGA-G9-6342-01
SERPINE2	TCGA-G9-6342-01
C2orf57	TCGA-G9-6342-01
AGAP1	TCGA-G9-6342-01
SRGAP3	TCGA-G9-6342-01
BRPF1	TCGA-G9-6342-01
QARS	TCGA-G9-6342-01
FLNB	TCGA-G9-6342-01
DNASE1L3	TCGA-G9-6342-01
ADAMTS9	TCGA-G9-6342-01
NIT2	TCGA-G9-6342-01
ABI3BP	TCGA-G9-6342-01
ZNF148	TCGA-G9-6342-01
MGLL	TCGA-G9-6342-01
BFSP2	TCGA-G9-6342-01
PAQR9	TCGA-G9-6342-01
DHX36	TCGA-G9-6342-01
SST	TCGA-G9-6342-01
PAK2	TCGA-G9-6342-01
ZNF518B	TCGA-G9-6342-01
TBC1D1	TCGA-G9-6342-01
NFKB1	TCGA-G9-6342-01
UBE2D3	TCGA-G9-6342-01
TBCK	TCGA-G9-6342-01
KIAA1109	TCGA-G9-6342-01
GUCY1A3	TCGA-G9-6342-01
GALNTL6	TCGA-G9-6342-01
C9	TCGA-G9-6342-01
FBXO4	TCGA-G9-6342-01
FGF10	TCGA-G9-6342-01
SEPT8	TCGA-G9-6342-01
KDM3B	TCGA-G9-6342-01
SRA1	TCGA-G9-6342-01
PCDHB16	TCGA-G9-6342-01
DPYSL3	TCGA-G9-6342-01
STC2	TCGA-G9-6342-01
HIST1H4A	TCGA-G9-6342-01
DDAH2	TCGA-G9-6342-01
BAI3	TCGA-G9-6342-01
L3MBTL3	TCGA-G9-6342-01
AHI1	TCGA-G9-6342-01
BCLAF1	TCGA-G9-6342-01
EPM2A	TCGA-G9-6342-01
GRM1	TCGA-G9-6342-01
ULBP3	TCGA-G9-6342-01
LPAL2	TCGA-G9-6342-01
PLG	TCGA-G9-6342-01
HEATR2	TCGA-G9-6342-01
BRAT1	TCGA-G9-6342-01
THSD7A	TCGA-G9-6342-01
NFE2L3	TCGA-G9-6342-01
PLEKHA8	TCGA-G9-6342-01
DDC	TCGA-G9-6342-01
EIF4H	TCGA-G9-6342-01
PON3	TCGA-G9-6342-01
LMTK2	TCGA-G9-6342-01
TRRAP	TCGA-G9-6342-01
LRRC4	TCGA-G9-6342-01
FLNC	TCGA-G9-6342-01
TRBV6-9	TCGA-G9-6342-01
HR	TCGA-G9-6342-01
RHOBTB2	TCGA-G9-6342-01
PRKDC	TCGA-G9-6342-01
KCNB2	TCGA-G9-6342-01
CDH17	TCGA-G9-6342-01
RRM2B	TCGA-G9-6342-01
SLC30A8	TCGA-G9-6342-01
LY6K	TCGA-G9-6342-01
KIF24	TCGA-G9-6342-01
SPATA31C1	TCGA-G9-6342-01
RALGDS	TCGA-G9-6342-01
ADAMTS13	TCGA-G9-6342-01
PAEP	TCGA-G9-6342-01
APBB1IP	TCGA-G9-6342-01
CCDC7	TCGA-G9-6342-01
ZNF248	TCGA-G9-6342-01
XPNPEP1	TCGA-G9-6342-01
ST5	TCGA-G9-6342-01
CKAP5	TCGA-G9-6342-01
OR5B21	TCGA-G9-6342-01
CD6	TCGA-G9-6342-01
SLC22A25	TCGA-G9-6342-01
KAT5	TCGA-G9-6342-01
KAT5	TCGA-G9-6342-01
CCDC87	TCGA-G9-6342-01
FOLR1	TCGA-G9-6342-01
TRPC6	TCGA-G9-6342-01
MMP27	TCGA-G9-6342-01
GUCY1A2	TCGA-G9-6342-01
FAM60A	TCGA-G9-6342-01
METTL7A	TCGA-G9-6342-01
GPR84	TCGA-G9-6342-01
BEST3	TCGA-G9-6342-01
KCNC2	TCGA-G9-6342-01
DAO	TCGA-G9-6342-01
OASL	TCGA-G9-6342-01
ZMYM5	TCGA-G9-6342-01
DCLK1	TCGA-G9-6342-01
RB1	TCGA-G9-6342-01
NEK5	TCGA-G9-6342-01
OSGEP	TCGA-G9-6342-01
REC8	TCGA-G9-6342-01
RABGGTA	TCGA-G9-6342-01
PPP2R3C	TCGA-G9-6342-01
SEC23A	TCGA-G9-6342-01
ZC3H14	TCGA-G9-6342-01
AHNAK2	TCGA-G9-6342-01
TJP1	TCGA-G9-6342-01
BUB1B	TCGA-G9-6342-01
RPAP1	TCGA-G9-6342-01
DMXL2	TCGA-G9-6342-01
HERC1	TCGA-G9-6342-01
SLC28A1	TCGA-G9-6342-01
CRAMP1L	TCGA-G9-6342-01
ZNF213	TCGA-G9-6342-01
UBN1	TCGA-G9-6342-01
CES1	TCGA-G9-6342-01
USB1	TCGA-G9-6342-01
KCTD19	TCGA-G9-6342-01
RLTPR	TCGA-G9-6342-01
AARS	TCGA-G9-6342-01
TCF25	TCGA-G9-6342-01
MNT	TCGA-G9-6342-01
GPS2	TCGA-G9-6342-01
DNAH2	TCGA-G9-6342-01
MYH10	TCGA-G9-6342-01
GLP2R	TCGA-G9-6342-01
SMCR8	TCGA-G9-6342-01
PROCA1	TCGA-G9-6342-01
FNDC8	TCGA-G9-6342-01
GPR179	TCGA-G9-6342-01
MED1	TCGA-G9-6342-01
RAPGEFL1	TCGA-G9-6342-01
AOC2	TCGA-G9-6342-01
TMEM92	TCGA-G9-6342-01
VEZF1	TCGA-G9-6342-01
ACOX1	TCGA-G9-6342-01
DSG2	TCGA-G9-6342-01
ZCCHC2	TCGA-G9-6342-01
DUS3L	TCGA-G9-6342-01
ICAM5	TCGA-G9-6342-01
ZNF440	TCGA-G9-6342-01
ZNF442	TCGA-G9-6342-01
IL27RA	TCGA-G9-6342-01
OR10H4	TCGA-G9-6342-01
ANO8	TCGA-G9-6342-01
UPF1	TCGA-G9-6342-01
CILP2	TCGA-G9-6342-01
CEACAM3	TCGA-G9-6342-01
MEGF8	TCGA-G9-6342-01
SIX5	TCGA-G9-6342-01
CA11	TCGA-G9-6342-01
PPP1R15A	TCGA-G9-6342-01
NCR1	TCGA-G9-6342-01
ZNF835	TCGA-G9-6342-01
MCM8	TCGA-G9-6342-01
C20orf26	TCGA-G9-6342-01
TAF4	TCGA-G9-6342-01
BACE2	TCGA-G9-6342-01
IGLV3-10	TCGA-G9-6342-01
LIF	TCGA-G9-6342-01
NAGA	TCGA-G9-6342-01
RIBC2	TCGA-G9-6342-01
STAG2	TCGA-G9-6342-01
F8	TCGA-G9-6342-01
MMP13	TCGA-G9-6351-01
HSPG2	TCGA-G9-6351-01
AHDC1	TCGA-G9-6351-01
THEMIS2	TCGA-G9-6351-01
DNAJC8	TCGA-G9-6351-01
FABP3	TCGA-G9-6351-01
AGO1	TCGA-G9-6351-01
PTCH2	TCGA-G9-6351-01
HECTD3	TCGA-G9-6351-01
SEC22B	TCGA-G9-6351-01
RP11-337C18.8	TCGA-G9-6351-01
SELENBP1	TCGA-G9-6351-01
FLG2	TCGA-G9-6351-01
OR10K1	TCGA-G9-6351-01
ATP1A2	TCGA-G9-6351-01
FCRLB	TCGA-G9-6351-01
F5	TCGA-G9-6351-01
NID1	TCGA-G9-6351-01
EDARADD	TCGA-G9-6351-01
HEATR1	TCGA-G9-6351-01
GREB1	TCGA-G9-6351-01
KCNK3	TCGA-G9-6351-01
CGREF1	TCGA-G9-6351-01
TTC31	TCGA-G9-6351-01
M1AP	TCGA-G9-6351-01
REG3G	TCGA-G9-6351-01
KANSL3	TCGA-G9-6351-01
IL1RL1	TCGA-G9-6351-01
IWS1	TCGA-G9-6351-01
LY75	TCGA-G9-6351-01
GAD1	TCGA-G9-6351-01
CHN1	TCGA-G9-6351-01
TTN	TCGA-G9-6351-01
TTN	TCGA-G9-6351-01
WDFY1	TCGA-G9-6351-01
DLEC1	TCGA-G9-6351-01
PBRM1	TCGA-G9-6351-01
MAGI1	TCGA-G9-6351-01
SLC15A2	TCGA-G9-6351-01
ZNF148	TCGA-G9-6351-01
ZIC4	TCGA-G9-6351-01
SLC2A2	TCGA-G9-6351-01
MRPL47	TCGA-G9-6351-01
CCDC39	TCGA-G9-6351-01
LNX1	TCGA-G9-6351-01
NOA1	TCGA-G9-6351-01
HELQ	TCGA-G9-6351-01
TBCK	TCGA-G9-6351-01
FAT4	TCGA-G9-6351-01
INTU	TCGA-G9-6351-01
SCLT1	TCGA-G9-6351-01
WDR17	TCGA-G9-6351-01
NEIL3	TCGA-G9-6351-01
TENM3	TCGA-G9-6351-01
PDZD2	TCGA-G9-6351-01
HMGCS1	TCGA-G9-6351-01
IL31RA	TCGA-G9-6351-01
POC5	TCGA-G9-6351-01
FBXL17	TCGA-G9-6351-01
DMXL1	TCGA-G9-6351-01
FBN2	TCGA-G9-6351-01
PCDHB10	TCGA-G9-6351-01
PCDHGA11	TCGA-G9-6351-01
PPP2R2B	TCGA-G9-6351-01
SPINK5	TCGA-G9-6351-01
IRF4	TCGA-G9-6351-01
EEF1E1	TCGA-G9-6351-01
ZNF322	TCGA-G9-6351-01
HIST1H4L	TCGA-G9-6351-01
PPP1R18	TCGA-G9-6351-01
CFB	TCGA-G9-6351-01
USP49	TCGA-G9-6351-01
POLR1C	TCGA-G9-6351-01
CYP39A1	TCGA-G9-6351-01
CRISP3	TCGA-G9-6351-01
CRISP3	TCGA-G9-6351-01
COL9A1	TCGA-G9-6351-01
MDN1	TCGA-G9-6351-01
SLC35F1	TCGA-G9-6351-01
MED23	TCGA-G9-6351-01
TXLNB	TCGA-G9-6351-01
HIVEP2	TCGA-G9-6351-01
AL590867.1	TCGA-G9-6351-01
ARID1B	TCGA-G9-6351-01
ARID1B	TCGA-G9-6351-01
KIF25	TCGA-G9-6351-01
AMZ1	TCGA-G9-6351-01
DFNA5	TCGA-G9-6351-01
FAM133B	TCGA-G9-6351-01
CYP3A43	TCGA-G9-6351-01
MUC17	TCGA-G9-6351-01
RBM28	TCGA-G9-6351-01
CALD1	TCGA-G9-6351-01
SLC37A3	TCGA-G9-6351-01
TMUB1	TCGA-G9-6351-01
AGPAT5	TCGA-G9-6351-01
GPT	TCGA-G9-6351-01
FREM1	TCGA-G9-6351-01
MIR31	TCGA-G9-6351-01
ZNF484	TCGA-G9-6351-01
FRRS1L	TCGA-G9-6351-01
GOLGA2	TCGA-G9-6351-01
GBGT1	TCGA-G9-6351-01
ARRDC1	TCGA-G9-6351-01
BEND7	TCGA-G9-6351-01
MLLT10	TCGA-G9-6351-01
SYT15	TCGA-G9-6351-01
ZNF365	TCGA-G9-6351-01
CEP55	TCGA-G9-6351-01
PNLIPRP1	TCGA-G9-6351-01
APBB1	TCGA-G9-6351-01
PPFIBP2	TCGA-G9-6351-01
CHRM1	TCGA-G9-6351-01
ATG2A	TCGA-G9-6351-01
ZFPL1	TCGA-G9-6351-01
TCIRG1	TCGA-G9-6351-01
HEPHL1	TCGA-G9-6351-01
PGR	TCGA-G9-6351-01
SIK3	TCGA-G9-6351-01
RNF214	TCGA-G9-6351-01
TECTA	TCGA-G9-6351-01
C11orf63	TCGA-G9-6351-01
NCAPD3	TCGA-G9-6351-01
ITFG2	TCGA-G9-6351-01
VWF	TCGA-G9-6351-01
GPD1	TCGA-G9-6351-01
KRT72	TCGA-G9-6351-01
KRT18	TCGA-G9-6351-01
ESYT1	TCGA-G9-6351-01
MBD6	TCGA-G9-6351-01
MON2	TCGA-G9-6351-01
IKBIP	TCGA-G9-6351-01
NUP37	TCGA-G9-6351-01
ANKRD13A	TCGA-G9-6351-01
MLEC	TCGA-G9-6351-01
MAB21L1	TCGA-G9-6351-01
ZC3H13	TCGA-G9-6351-01
RNF113B	TCGA-G9-6351-01
PABPN1	TCGA-G9-6351-01
MYH6	TCGA-G9-6351-01
NFATC4	TCGA-G9-6351-01
DCAF5	TCGA-G9-6351-01
DYNC1H1	TCGA-G9-6351-01
SHF	TCGA-G9-6351-01
GNB5	TCGA-G9-6351-01
ISLR	TCGA-G9-6351-01
UBL7	TCGA-G9-6351-01
LINGO1	TCGA-G9-6351-01
CHRNA3	TCGA-G9-6351-01
ARNT2	TCGA-G9-6351-01
AGBL1	TCGA-G9-6351-01
FES	TCGA-G9-6351-01
ITFG3	TCGA-G9-6351-01
GLYR1	TCGA-G9-6351-01
ERCC4	TCGA-G9-6351-01
C16orf93	TCGA-G9-6351-01
BCKDK	TCGA-G9-6351-01
ITGAD	TCGA-G9-6351-01
AMFR	TCGA-G9-6351-01
CDH1	TCGA-G9-6351-01
WWP2	TCGA-G9-6351-01
