patient_id	TCGA.A1.A0SE.01	TCGA.A1.A0SH.01	TCGA.A1.A0SJ.01	TCGA.A1.A0SK.01	TCGA.A1.A0SM.01	TCGA.A1.A0SO.01	TCGA.A1.A0SP.01	TCGA.A2.A04N.01	TCGA.A2.A04P.01
drugs_in_module4	NADH#2-MONOPHOSPHOADENOSINE 5-DIPHOSPHORIBOSE@N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE@PYRIDOXAL#N6-METHYL-(R)-ROSCOVITINE, R-2-[6-(BENZYL-METHYL-AMINO)-9-ISOPROPYL-9H-PURIN-2-YLAMINO]-BUTAN-1-OL#PYRIDOXINE#O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL#ADENOSINE-5'-[BETA, GAMMA-METHYLENE]TRIPHOSPHATE@N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE#(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE#CARFILZOMIB#BORTEZOMIB	(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE#[4-({4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]QUINAZOLIN-2-YL}IMINO)CYCLOHEXA-2,5-DIEN-1-YL]ACETONITRILE@7&BETA;-HYDROXYCHOLESTEROL#27-HYDROXYCHOLESTEROL#7&ALPHA;,25-DIHYDROXYCHOLESTEROL#7&ALPHA;,25-DIHYDROXYCHOLESTEROL#7&ALPHA;-HYDROXYCHOLESTEROL#7&BETA;, 25-DIHYDROXYCHOLESTEROL#7&BETA;, 27-DIHYDROXYCHOLESTEROL#25-HYDROXYCHOLESTEROL#7&ALPHA;,27-DIHYDROXYCHOLESTEROL@RONTALIZUMAB@MARIMASTAT@SPHINGOSINE 1-PHOSPHATE#PHYTOSPHINGOSINE 1-PHOSPHATE#COMPOUND 26 [PMID:16190743]#DIHYDROSP​HINGOSINE​-1-PHOSPH​ATE#VPC03090-P#VPC03090-P#SPHINGOSINE 1-PHOSPHATE#AFD(R)#FTY720-PHOSPHATE@[4-({4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]QUINAZOLIN-2-YL}AMINO)PHENYL]ACETONITRILE#1-CYCLOBUTYL-3-(3,4-DIMETHOXYPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE#1-CYCLOPENTYL-3-(1H-PYRROLO[2,3-B]PYRIDIN-5-YL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE#1-(1-METHYLETHYL)-3-QUINOLIN-6-YL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE#2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE#N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE#(2E)-N-{4-[(3-BROMOPHENYL)AMINO]QUINAZOLIN-6-YL}-4-(DIMETHYLAMINO)BUT-2-ENAMIDE#3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL#RU78300#PONATINIB#RU82197#DPI59#N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE#NINTEDANIB#PHENYLPHOSPHATE#RU84687#1-[1-(3-AMINOPHENYL)-3-TERT-BUTYL-1H-PYRAZOL-5-YL]-3-PHENYLUREA#1-[1-(3-AMINOPHENYL)-3-TERT-BUTYL-1H-PYRAZOL-5-YL]-3-NAPHTHALEN-1-YLUREA#RU79073#RU79256#N6-BENZYL ADENOSINE-5-DIPHOSPHATE
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB01908	RU85493
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	multitarget	DB01254	DASATINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB01947	RU78262
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB01962	PHOSPHONOTYROSINE
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB02175	MALONIC ACID
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB02336	RU83876
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB02432	RU90395
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB02762	RU79072
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB02908	RU78783
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03591	RU82209
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03628	ISO24
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03712	RU85053
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03023	"1-TERT-BUTYL-3-(4-CHLORO-PHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-YLAMINE"
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03828	RU78299
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03902	OXALIC ACID
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB04080	RU78191
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	inhibitor	DB06616	BOSUTINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB04272	CITRIC ACID
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03078	PASBN
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03104	RU82129
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB03114	PAS219
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB04495	RU81843
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB04739	4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB04751	PURVALANOL A
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	DrugBank	n/a	DB05184	XL228
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	GuideToPharmacologyInteractions	n/a	7731	SARACATINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	GuideToPharmacologyInteractions	n/a	6048	SYK INHIBITOR III
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	GuideToPharmacologyInteractions	n/a	5976	GSK-3 INHIBITOR XIII
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	GuideToPharmacologyInteractions	n/a	6044	SU6656
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TdgClinicalTrial	n/a	ENMD-2076	ENMD-2076
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TdgClinicalTrial	n/a	DASATINIB	DASATINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TdgClinicalTrial	n/a	XL228	XL228
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TdgClinicalTrial	n/a	PONATINIB	PONATINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TdgClinicalTrial	n/a	MASITINIB	MASITINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TdgClinicalTrial	n/a	KX2-391	KX2-391
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TdgClinicalTrial	n/a	BOSUTINIB	BOSUTINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	ChEMBL	inhibitor	CHEMBL24828	VANDETANIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	ChEMBL	inhibitor	CHEMBL288441	BOSUTINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TEND	n/a	DASATINIB	DASATINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	MyCancerGenome	inhibitor	KX2-391	KX2-391
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	MyCancerGenome	inhibitor	XL228	XL228
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	MyCancerGenome	inhibitor	SARACATINIB	SARACATINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	CancerCommons	inhibitor	DASATINIB	DASATINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TALC	inhibitor	XL228	XL228
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TALC	inhibitor	DASATINIB	DASATINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TALC	inhibitor	XL999	XL999
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TALC	inhibitor	BOSUTINIB	BOSUTINIB
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TALC	inhibitor	KX2-391	KX2-391
SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	TALC	inhibitor	SARACATINIB	SARACATINIB
SCPEP1	serine carboxypeptidase 1	DrugBank	n/a	DB07506	L-BENZYLSUCCINIC ACID
MMP24	matrix metallopeptidase 24 (membrane-inserted)	DrugBank	inhibitor	DB00786	MARIMASTAT
CCHCR1	coiled-coil alpha-helical rod protein 1	PharmGKB	n/a	PA450616	NEVIRAPINE
CCHCR1	coiled-coil alpha-helical rod protein 1	PharmGKB	n/a	PA448320	ALLOPURINOL
FGFR2	fibroblast growth factor receptor 2	DrugBank	antagonist	DB01041	THALIDOMIDE
FGFR2	fibroblast growth factor receptor 2	DrugBank	inhibitor	DB08901	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DrugBank	binder	DB00039	PALIFERMIN
FGFR2	fibroblast growth factor receptor 2	DrugBank	inhibitor	DB09078	LENVATINIB
FGFR2	fibroblast growth factor receptor 2	DrugBank	inhibitor	DB09079	NINTEDANIB
FGFR2	fibroblast growth factor receptor 2	DrugBank	n/a	DB02058	SU4984
FGFR2	fibroblast growth factor receptor 2	DrugBank	n/a	DB02491	4-[4-(1-AMINO-1-METHYLETHYL)PHENYL]-5-CHLORO-N-[4-(2-MORPHOLIN-4-YLETHYL)PHENYL]PYRIMIDIN-2-AMINE
FGFR2	fibroblast growth factor receptor 2	DrugBank	inhibitor	DB08896	REGORAFENIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PAZOPANIB	PAZOPANIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	DoCM	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	TEND	n/a	PALIFERMIN	PALIFERMIN
FGFR2	fibroblast growth factor receptor 2	TEND	n/a	THALIDOMIDE	THALIDOMIDE
FGFR2	fibroblast growth factor receptor 2	ChEMBL	agonist	CHEMBL1201821	PALIFERMIN
FGFR2	fibroblast growth factor receptor 2	ChEMBL	inhibitor	CHEMBL1946170	REGORAFENIB
FGFR2	fibroblast growth factor receptor 2	TTD	inhibitor	DAP001025	PENTOSAN POLYSULFATE
FGFR2	fibroblast growth factor receptor 2	TTD	binder	DAP000801	"INTERFERON ALFA-2A, RECOMBINANT"
FGFR2	fibroblast growth factor receptor 2	TTD	activator	DCL001020	TRAFERMIN
FGFR2	fibroblast growth factor receptor 2	TTD	inhibitor	DCL000361	AEE-788
FGFR2	fibroblast growth factor receptor 2	TTD	binder	DAP001026	PALIFERMIN
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	TRAFERMIN	TRAFERMIN
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	CVBT-141B	CVBT-141B
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	THALIDOMIDE	THALIDOMIDE
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	PALIFERMIN	PALIFERMIN
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	NINTEDANIB	NINTEDANIB
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	CVBT-141H	CVBT-141H
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	ENMD-2076	ENMD-2076
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	ACTB1003	ACTB1003
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	ARQ 087	ARQ 087
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	PI-88	PI-88
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	FP-1039	FP-1039
FGFR2	fibroblast growth factor receptor 2	TdgClinicalTrial	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	MyCancerGenomeClinicalTrial	inhibitor	REGORAFENIB	REGORAFENIB
FGFR2	fibroblast growth factor receptor 2	MyCancerGenomeClinicalTrial	inhibitor	AZD4547	AZD4547
FGFR2	fibroblast growth factor receptor 2	MyCancerGenomeClinicalTrial	inhibitor	BGJ398	BGJ398
FGFR2	fibroblast growth factor receptor 2	MyCancerGenomeClinicalTrial	inhibitor	AZD4547	AZD4547
FGFR2	fibroblast growth factor receptor 2	ClearityFoundationClinicalTrial	n/a	ENMD-2076	ENMD-2076
FGFR2	fibroblast growth factor receptor 2	ClearityFoundationClinicalTrial	n/a	NINTEDANIB	NINTEDANIB
FGFR2	fibroblast growth factor receptor 2	ClearityFoundationClinicalTrial	n/a	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	ClearityFoundationClinicalTrial	n/a	NINTEDANIB	NINTEDANIB
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	AZD4547	AZD4547
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	VARGATEF	VARGATEF
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	AZD4547	AZD4547
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	XL999	XL999
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	TSU-68	TSU-68
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	BGJ398	BGJ398
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	REGORAFENIB	REGORAFENIB
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	LENVATINIB	LENVATINIB
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	XL228	XL228
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	BRIVANIB	BRIVANIB
FGFR2	fibroblast growth factor receptor 2	TALC	antibody	FP-1039	FP-1039
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	MASITINIB	MASITINIB
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	XL228	XL228
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	AZD4547	AZD4547
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	BGJ398	BGJ398
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	NINTEDANIB	NINTEDANIB
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	E-3810	E-3810
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	CancerCommons	inhibitor	BGJ398	BGJ398
FGFR2	fibroblast growth factor receptor 2	GuideToPharmacologyInteractions	n/a	6954	PALIFERMIN
FGFR2	fibroblast growth factor receptor 2	GuideToPharmacologyInteractions	n/a	7707	AZD4547
FGFR2	fibroblast growth factor receptor 2	GuideToPharmacologyInteractions	n/a	7877	BGJ-398
FGFR2	fibroblast growth factor receptor 2	GuideToPharmacologyInteractions	n/a	5936	NINTEDANIB
NPY	neuropeptide Y	DrugBank	n/a	DB03380	L-TYROSINAMIDE
NPY	neuropeptide Y	DrugBank	n/a	DB02952	ALPHA-AMINOISOBUTYRIC ACID
GLUD1	glutamate dehydrogenase 1	DrugBank	n/a	DB00142	L-GLUTAMIC ACID
GLUD1	glutamate dehydrogenase 1	DrugBank	n/a	DB00157	NADH
GLUD1	glutamate dehydrogenase 1	DrugBank	inhibitor	DB00756	HEXACHLOROPHENE
